id,genre
0,Films/Games
1,Reggae
2,Pop
3,Dance
4,Dance
5,Alternative
6,Dance
7,Dance
8,R&amp;B
9,Dance
10,International Pop
11,R&amp;B
12,International Pop
13,Pop
14,Rap/Hip Hop
15,Dance
16,Dance
17,International Pop
18,Reggae
19,Dance
20,Pop
21,Rap/Hip Hop
22,Indie Rock
23,Pop
24,Dancefloor
25,Electro Hip Hop
26,Rap/Hip Hop
27,International Pop
28,Rap/Hip Hop
29,Pop
30,Dancefloor
31,Reggae
32,Rap/Hip Hop
33,Dancefloor
34,Films/Games
35,Pop
36,Rap/Hip Hop
37,Rap/Hip Hop
38,Dance
39,Classical
40,Electro Hip Hop
41,Dance
42,Dance
43,Reggae
44,Dancefloor
45,Pop
46,Films/Games
47,Pop
48,Rap/Hip Hop
49,Alternative
50,Dancefloor
51,Pop
52,Pop
53,Pop
54,Alternative
55,Films/Games
56,Films/Games
57,Hard Rock
58,Alternative
59,Dance
60,Dance
61,Dance
62,Dancefloor
63,Films/Games
64,International Pop
65,Reggae
66,Films/Games
67,Dance
68,Rap/Hip Hop
69,Films/Games
70,Dance
71,Films/Games
72,Electro
73,R&amp;B
74,International Pop
75,Films/Games
76,Jazz
77,Rap/Hip Hop
78,Reggae
79,Rap/Hip Hop
80,Electro
81,Comedy
82,Films/Games
83,Dance
84,Dance
85,Dance
86,Metal
87,Dance
88,Electro
89,Dance
90,International Pop
91,Film Scores
92,Pop
93,Reggae
94,Metal
95,Pop
96,Dance
97,Rap/Hip Hop
98,Comedy
99,Reggae
100,Pop
101,Dance
102,Film Scores
103,Dancefloor
104,Dance
105,Indie Rock
106,R&amp;B
107,Spirituality &amp; Religion
108,International Pop
109,Electro
110,International Pop
111,Dance
112,Kids
113,Films/Games
114,Films/Games
115,Pop
116,Films/Games
117,Films/Games
118,Indie Rock
119,Dance
120,Rap/Hip Hop
121,Indie Rock
122,Pop
123,Dance
124,Electro
125,Pop
126,Rap/Hip Hop
127,Dance
128,Dance
129,Alternative
130,Indie Rock
131,Pop
132,Metal
133,Films/Games
134,Techno/House
135,Rap/Hip Hop
136,Rap/Hip Hop
137,Dancefloor
138,Reggae
139,Kids
140,Dance
141,Pop
142,Rap/Hip Hop
143,Indie Rock
144,Pop
145,Dance
146,Pop
147,Dance
148,Dance
149,Comedy
150,Reggae
151,Comedy
152,Pop
153,Indie Rock
154,Indie Rock
155,Films/Games
156,Dance
157,Films/Games
158,Rap/Hip Hop
159,Pop
160,R&amp;B
161,Pop
162,Dance
163,Pop
164,Rap/Hip Hop
165,Alternative
166,Films/Games
167,Films/Games
168,Indie Rock
169,Dance
170,Dance
171,Pop
172,International Pop
173,Alternative
174,Indie Rock
175,Dance
176,Pop
177,Electro
178,Rap/Hip Hop
179,Hard Rock
180,Rap/Hip Hop
181,Pop
182,Pop
183,Pop
184,Rap/Hip Hop
185,Pop
186,Reggae
187,Indie Rock
188,Pop
189,Rap/Hip Hop
190,Dance
191,Dance
192,Pop
193,Reggae
194,Reggae
195,Film Scores
196,R&amp;B
197,Pop
198,International Pop
199,Country
200,Techno/House
201,Films/Games
202,Dance
203,Dance
204,Dance
205,Dance
206,Dance
207,Dance
208,Dance
209,Pop
210,Pop
211,International Pop
212,Indie Pop/Folk
213,Reggae
214,Pop
215,Indie Rock
216,Dirty South
217,Folk
218,Pop
219,Films/Games
220,Dance
221,Rap/Hip Hop
222,Classical
223,Films/Games
224,Electro
225,R&amp;B
226,Reggae
227,Country
228,Rap/Hip Hop
229,Rap/Hip Hop
230,Classical
231,Pop
232,Pop
233,Blues
234,Reggae
235,Spirituality &amp; Religion
236,R&amp;B
237,Films/Games
238,Dance
239,Indie Rock
240,Latin Music
241,Dancefloor
242,Alternative
243,Dance
244,Latin Music
245,Rap/Hip Hop
246,Rap/Hip Hop
247,International Pop
248,International Pop
249,Indie Rock
250,Indie Rock
251,Films/Games
252,Dance
253,Rap/Hip Hop
254,Pop
255,International Pop
256,Alternative
257,Dancefloor
258,Rap/Hip Hop
259,Indie Rock
260,Dancefloor
261,Country
262,Films/Games
263,Dance
264,Dance
265,Indie Rock
266,Films/Games
267,Rap/Hip Hop
268,Rap/Hip Hop
269,Films/Games
270,Latin Music
271,Dance
272,Dance
273,Dance
274,Indie Rock
275,Films/Games
276,Dance
277,Dancefloor
278,Pop
279,Kids
280,Alternative
281,Dance
282,Dance
283,Rap/Hip Hop
284,Dance
285,Dance
286,Dirty South
287,Dance
288,Dance
289,Dance
290,Reggae
291,Pop
292,Dance
293,Pop
294,Metal
295,Latin Music
296,Dance
297,Reggae
298,Pop
299,Alternative
300,Indie Rock
301,Rap/Hip Hop
302,Dance
303,Reggae
304,Latin Music
305,Urban Cowboy
306,Techno/House
307,Pop
308,Pop
309,Dance
310,Rock
311,R&amp;B
312,Dance
313,Dance
314,Indie Rock
315,Films/Games
316,Pop
317,Pop
318,Films/Games
319,Dance
320,Dance
321,Dance
322,Dance
323,Indie Rock
324,Pop
325,Dance
326,Indie Pop
327,Dance
328,Films/Games
329,Dance
330,Dance
331,Dance
332,Rap/Hip Hop
333,Dance
334,Rap/Hip Hop
335,Dance
336,R&amp;B
337,Dance
338,Dance
339,Dance
340,Dance
341,Metal
342,Films/Games
343,Dance
344,Dirty South
345,Alternative
346,International Pop
347,Dance
348,Reggae
349,Electro
350,Techno/House
351,Dancefloor
352,Jazz
353,Classical
354,Pop
355,Pop
356,Rap/Hip Hop
357,Pop
358,Dance
359,Films/Games
360,Dance
361,Electro
362,International Pop
363,Films/Games
364,Films/Games
365,Dance
366,Pop
367,Dance
368,Reggae
369,Pop
370,Films/Games
371,Rap/Hip Hop
372,Rap/Hip Hop
373,R&amp;B
374,Dancefloor
375,Kids
376,Rap/Hip Hop
377,Techno/House
378,International Pop
379,Dance
380,Hard Rock
381,Dance
382,Dance
383,Disco
384,Rap/Hip Hop
385,Pop
386,Dance
387,Rap/Hip Hop
388,Dance
389,Pop
390,Hard Rock
391,Reggae
392,Dance
393,Dance
394,Rap/Hip Hop
395,Dancefloor
396,Reggae
397,Pop
398,Pop
399,Dance
400,Metal
401,International Pop
402,Films/Games
403,Pop
404,Pop
405,Indie Rock
406,Indie Pop
407,Dance
408,Dancefloor
409,Dance
410,Indie Pop
411,Films/Games
412,Pop
413,Rap/Hip Hop
414,Rap/Hip Hop
415,Dance
416,Dance
417,Films/Games
418,Pop
419,Pop
420,Films/Games
421,Films/Games
422,Rap/Hip Hop
423,International Pop
424,Dance
425,Dance
426,Dance
427,Metal
428,Dance
429,Indie Rock
430,Pop
431,Films/Games
432,Dancefloor
433,Pop
434,Dance
435,Jazz
436,Pop
437,Dance
438,Rap/Hip Hop
439,Dance
440,Films/Games
441,Dance
442,Rock &amp; Roll/Rockabilly
443,Indie Rock
444,Rap/Hip Hop
445,Indie Rock
446,Pop
447,Dance
448,Dirty South
449,Dance
450,Indie Rock
451,Classical
452,International Pop
453,Pop
454,Latin Music
455,Pop
456,Rap/Hip Hop
457,R&amp;B
458,Pop
459,R&amp;B
460,R&amp;B
461,Pop
462,Films/Games
463,Reggae
464,Films/Games
465,Dance
466,Pop
467,Dance
468,Hard Rock
469,R&amp;B
470,Dancefloor
471,Dance
472,Dance
473,Dance
474,Alternative
475,Alternative
476,Indie Rock
477,Rock
478,International Pop
479,Pop
480,Indie Rock
481,Pop
482,Rock
483,Pop
484,Indie Rock
485,Opera
486,Films/Games
487,Reggae
488,Dancefloor
489,Indie Rock
490,Dance
491,International Pop
492,Dance
493,Latin Music
494,Pop
495,Pop
496,Alternative
497,Films/Games
498,Rap/Hip Hop
499,Rock &amp; Roll/Rockabilly
500,Dance
501,Dance
502,R&amp;B
503,Dance
504,Latin Music
505,Pop
506,Pop
507,Film Scores
508,Dance
509,Pop
510,Films/Games
511,Indie Rock
512,Alternative
513,International Pop
514,Reggae
515,Pop
516,Films/Games
517,Reggae
518,Alternative
519,Pop
520,Rap/Hip Hop
521,Indie Rock
522,Dancefloor
523,Rap/Hip Hop
524,Films/Games
525,Pop
526,Films/Games
527,Rap/Hip Hop
528,Dance
529,Alternative
530,Dance
531,International Pop
532,Reggae
533,Dance
534,Pop
535,International Pop
536,Dance
537,Pop
538,Reggae
539,Blues
540,Rap/Hip Hop
541,Films/Games
542,International Pop
543,Films/Games
544,Dancefloor
545,Techno/House
546,Indie Pop/Folk
547,Indie Rock
548,International Pop
549,Dance
550,Dance
551,Indie Rock
552,Film Scores
553,Indie Pop/Folk
554,Dancefloor
555,Films/Games
556,Rap/Hip Hop
557,Films/Games
558,Pop
559,Pop
560,Pop
561,Films/Games
562,International Pop
563,Dance
564,Dance
565,Dance
566,Rap/Hip Hop
567,Films/Games
568,Dance
569,Reggae
570,Dance
571,Dance
572,Dance
573,Dance
574,Dancefloor
575,Rap/Hip Hop
576,Pop
577,Film Scores
578,Dance
579,International Pop
580,Dance
581,Dance
582,Blues
583,Classical
584,Dance
585,Indie Rock
586,Pop
587,Film Scores
588,Dance
589,Rap/Hip Hop
590,Techno/House
591,Rap/Hip Hop
592,Reggae
593,Dance
594,Blues
595,Film Scores
596,Indie Rock
597,Dancefloor
598,Dance
599,International Pop
600,Films/Games
601,Kids
602,Pop
603,Reggae
604,Dance
605,Rap/Hip Hop
606,Films/Games
607,Films/Games
608,Film Scores
609,Films/Games
610,Indie Rock
611,Pop
612,Rap/Hip Hop
613,International Pop
614,Pop
615,International Pop
616,Metal
617,Latin Music
618,Dance
619,Rap/Hip Hop
620,Dance
621,Rock &amp; Roll/Rockabilly
622,Reggae
623,Rap/Hip Hop
624,Film Scores
625,Pop
626,Rap/Hip Hop
627,Reggae
628,Dance
629,Films/Games
630,Film Scores
631,Films/Games
632,Singer &amp; Songwriter
633,Pop
634,Spirituality &amp; Religion
635,International Pop
636,Dancefloor
637,Alternative
638,Rap/Hip Hop
639,Pop
640,Indie Pop
641,Dance
642,Pop
643,Dancefloor
644,Indie Rock
645,Pop
646,Indie Rock
647,Rap/Hip Hop
648,Pop
649,Rap/Hip Hop
650,Rap/Hip Hop
651,Electro
652,Reggae
653,Dance
654,Dancefloor
655,Pop
656,International Pop
657,Dance
658,Pop
659,Films/Games
660,Film Scores
661,Films/Games
662,Dance
663,R&amp;B
664,Dirty South
665,Films/Games
666,Rap/Hip Hop
667,Films/Games
668,Dance
669,Dance
670,Dirty South
671,Rap/Hip Hop
672,Dancefloor
673,Pop
674,Indie Rock
675,Dancefloor
676,Reggae
677,Dance
678,Pop
679,Dance
680,International Pop
681,Alternative
682,Pop
683,Dance
684,Indie Rock
685,Dancefloor
686,Rap/Hip Hop
687,International Pop
688,Rap/Hip Hop
689,Reggae
690,Rap/Hip Hop
691,Indie Rock
692,Pop
693,Pop
694,Dance
695,Pop
696,Rap/Hip Hop
697,Reggae
698,Latin Music
699,Dance
700,Pop
701,Alternative
702,International Pop
703,Pop
704,Films/Games
705,Dance
706,Indie Rock
707,Electro
708,Techno/House
709,Alternative
710,Films/Games
711,Dance
712,Pop
713,Latin Music
714,Electro
715,Metal
716,Alternative
717,Modern
718,Dirty South
719,Latin Music
720,Pop
721,Films/Games
722,Pop
723,Pop
724,Dance
725,Rap/Hip Hop
726,Dance
727,Dance
728,Alternative
729,Dirty South
730,R&amp;B
731,Rap/Hip Hop
732,Rap/Hip Hop
733,Dance
734,Pop
735,Dancefloor
736,Reggae
737,Film Scores
738,R&amp;B
739,Dance
740,Pop
741,Films/Games
742,Dance
743,Pop
744,Pop
745,Reggae
746,Dancefloor
747,Pop
748,Hard Rock
749,Rap/Hip Hop
750,Rap/Hip Hop
751,Films/Games
752,Techno/House
753,Films/Games
754,R&amp;B
755,Jazz
756,Dancefloor
757,International Pop
758,Electro
759,R&amp;B
760,Films/Games
761,Classical
762,Dance
763,Electro
764,Reggae
765,Dancefloor
766,Rap/Hip Hop
767,Films/Games
768,Indie Rock
769,Hard Rock
770,Electro
771,International Pop
772,Dance
773,Dance
774,Dance
775,Films/Games
776,Dance
777,Techno/House
778,International Pop
779,International Pop
780,Dance
781,Dance
782,Dance
783,Dance
784,Dance
785,Dance
